itemId,chunkFile,chunkIndex,clinical_focus,rationaleSource,rationaleInjected,rationaleTopicSnippet,exactIdMatch,placeholderBefore
calc_nexusrn_040_heparin_initial_infusion_rate,data-bank/questions/q-chunk-new-calc.json,39,Unfractionated heparin weight-based infusion pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 16.4

- Dose = 18 units/kg/hr × 91 kg = ",true,false
calc_nexusrn_041_levothyroxine_tablet_conversion,data-bank/questions/q-chunk-new-calc.json,40,Microgram-to-milligram oral tablet dose conversion,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 5

- Convert 125 mcg to mg: 125 mcg ÷ 10",true,false
calc_nexusrn_042_vancomycin_ivpb_completion_rate,data-bank/questions/q-chunk-new-calc.json,41,Antibiotic IV piggyback infusion completion-rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 167

- Convert time: 90 minutes ÷ 60 = 1",true,false
calc_nexusrn_043_cefazolin_reconstituted_volume,data-bank/questions/q-chunk-new-calc.json,42,Reconstituted antibiotic dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 3

- Volume = ordered dose ÷ concentrati",true,false
calc_nexusrn_044_pediatric_ceftriaxone_max_daily_dose,data-bank/questions/q-chunk-new-calc.json,43,Pediatric antibiotic maximum daily dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1350

- Maximum daily dose = 75 mg/kg/da",true,false
calc_nexusrn_045_oxygen_e_cylinder_duration,data-bank/questions/q-chunk-new-calc.json,44,Oxygen cylinder duration calculation for transport planning,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 98

- Duration = (tank pressure − residu",true,false
calc_nexusrn_046_pediatric_normal_saline_bolus,data-bank/questions/q-chunk-new-calc.json,45,Pediatric isotonic fluid bolus volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 290

- Bolus volume = 20 mL/kg × 14.5 kg",true,false
calc_nexusrn_047_enteral_feeding_total_daily_volume,data-bank/questions/q-chunk-new-calc.json,46,Enteral feeding and flush total daily intake calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 990

- Formula volume = 45 mL/hr × 18 hr",true,false
calc_nexusrn_048_cyclic_tube_feeding_rate,data-bank/questions/q-chunk-new-calc.json,47,Cyclic tube feeding pump-rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 75

- Rate = total volume ÷ time = 1200 ",true,false
calc_nexusrn_049_female_creatinine_clearance_cockcroft_gault,data-bank/questions/q-chunk-new-calc.json,48,Renal function estimate for medication dose screening,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 31

- Creatinine clearance = ((140 − 76)",true,false
calc_nexusrn_050_pediatric_digoxin_oral_solution,data-bank/questions/q-chunk-new-calc.json,49,Pediatric cardiac glycoside microgram-to-mL dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.86

- Dose = 5 mcg/kg × 8.6 kg = 43 mc",true,false
calc_nexusrn_051_gravity_drip_rate_normal_saline,data-bank/questions/q-chunk-new-calc.json,50,Gravity infusion drip-rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 31

- Time = 8 hr × 60 = 480 minutes. Dr",true,false
calc_nexusrn_052_pediatric_morphine_max_safe_volume,data-bank/questions/q-chunk-new-calc.json,51,Pediatric opioid maximum dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.1

- Maximum dose = 0.1 mg/kg × 22 kg ",true,false
calc_nexusrn_053_daily_net_fluid_balance,data-bank/questions/q-chunk-new-calc.json,52,Daily intake and output net balance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 615

- Total intake = 620 + 1000 + 150 =",true,false
calc_nexusrn_054_heparin_bolus_volume,data-bank/questions/q-chunk-new-calc.json,53,Weight-based unfractionated heparin bolus volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.2

- Dose = 80 units/kg × 76 kg = 6080",true,false
calc_nexusrn_055_epinephrine_current_pump_dose,data-bank/questions/q-chunk-new-calc.json,54,Vasoactive infusion delivered-dose verification,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 5

- Concentration = 4 mg ÷ 250 mL = 0.0",true,false
calc_nexusrn_056_parenteral_lipid_calories,data-bank/questions/q-chunk-new-calc.json,55,Parenteral lipid calorie contribution calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1000

- Lipid kcal = 500 mL × 2 kcal/mL ",true,false
calc_nexusrn_057_neonatal_urine_output_ml_kg_hr,data-bank/questions/q-chunk-new-calc.json,56,Neonatal urine output adequacy calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 2.2

- Urine output = 42 mL ÷ 3.2 kg ÷ 6",true,false
calc_nexusrn_058_oral_potassium_solution_volume,data-bank/questions/q-chunk-new-calc.json,57,Oral electrolyte solution dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 22.5

- Volume = ordered dose ÷ availabl",true,false
calc_nexusrn_059_burn_resuscitation_delayed_remaining_rate,data-bank/questions/q-chunk-new-calc.json,58,Burn resuscitation remaining first-8-hour fluid rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 597

- Total 24-hour fluid = 4 × 68 × 30",true,false
calc_nexusrn_060_heart_failure_fluid_restriction_remaining,data-bank/questions/q-chunk-new-calc.json,59,Fluid restriction remaining allowance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 620

- Intake so far = 420 + 360 + 100 =",true,false
calc_nexusrn_061_warfarin_tablet_fraction_dose,data-bank/questions/q-chunk-new-calc.json,60,Anticoagulant oral tablet fraction calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.5

- Tablets = ordered dose ÷ tablet s",true,false
calc_nexusrn_062_pediatric_amoxicillin_divided_volume,data-bank/questions/q-chunk-new-calc.json,61,Pediatric antibiotic mg/kg/day divided-dose liquid calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 9

- Daily dose = 45 mg/kg/day × 32 kg =",true,false
calc_nexusrn_063_normal_saline_gravity_drip_rate,data-bank/questions/q-chunk-new-calc.json,62,Manual gravity IV infusion drop-rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 31

- Drops/min = volume × drop factor ÷",true,false
calc_nexusrn_064_norepinephrine_mcg_kg_min_rate,data-bank/questions/q-chunk-new-calc.json,63,High-alert vasopressor mcg/kg/min infusion pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 22.5

- Dose = 0.08 mcg/kg/min × 75 kg =",true,false
calc_nexusrn_065_insulin_correction_carb_total,data-bank/questions/q-chunk-new-calc.json,64,Subcutaneous insulin correction plus carbohydrate coverage calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 7

- Carbohydrate dose = 60 g ÷ 15 g/uni",true,false
calc_nexusrn_066_protamine_heparin_reversal_dose,data-bank/questions/q-chunk-new-calc.json,65,Antidote dose calculation after recent heparin exposure,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 24

- Recent heparin exposure = 1200 uni",true,false
calc_nexusrn_067_albumin_infusion_rate,data-bank/questions/q-chunk-new-calc.json,66,Albumin IV infusion pump-rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 50

- Pump rate = volume ÷ time = 100 mL",true,false
calc_nexusrn_068_neonatal_dextrose_gir,data-bank/questions/q-chunk-new-calc.json,67,Neonatal glucose infusion rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6.3

- Dextrose delivery = 100 mg/mL × 1",true,false
calc_nexusrn_069_furosemide_iv_dose_volume,data-bank/questions/q-chunk-new-calc.json,68,Loop diuretic IV dose-volume verification,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 4

- Volume = ordered dose ÷ concentrati",true,false
calc_nexusrn_070_enoxaparin_weight_based_volume,data-bank/questions/q-chunk-new-calc.json,69,Weight-based low-molecular-weight heparin syringe volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.8

- Dose = 1 mg/kg × 82 kg = 82 mg. V",true,false
calc_nexusrn_071_pediatric_morphine_max_safe_dose,data-bank/questions/q-chunk-new-calc.json,70,Pediatric opioid safe-dose range calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 2.2

- Maximum safe dose = 0.1 mg/kg/dos",true,false
calc_nexusrn_072_tpn_total_calories,data-bank/questions/q-chunk-new-calc.json,71,Parenteral nutrition macronutrient calorie calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1670

- Dextrose calories = 250 g × 3.4 ",true,false
calc_nexusrn_073_toddler_urine_output_rate,data-bank/questions/q-chunk-new-calc.json,72,Pediatric urine output mL/kg/hr calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.8

- Urine output = total urine ÷ weig",true,false
calc_nexusrn_074_packed_red_cells_remaining_rate,data-bank/questions/q-chunk-new-calc.json,73,Packed red blood cell remaining-infusion rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 72

- Remaining volume = 300 mL − 30 mL ",true,false
calc_nexusrn_075_gentamicin_extended_interval_volume,data-bank/questions/q-chunk-new-calc.json,74,Aminoglycoside weight-based dose-volume calculation with lb conversion,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 9.5

- Weight = 119 lb ÷ 2.2 = 54.1 kg. ",true,false
calc_nexusrn_076_heparin_aptt_protocol_adjustment,data-bank/questions/q-chunk-new-calc.json,75,High-alert heparin protocol infusion-rate adjustment,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1276

- Increase = 2 units/kg/hr × 88 kg",true,false
calc_nexusrn_077_potassium_chloride_meq_per_hour,data-bank/questions/q-chunk-new-calc.json,76,Electrolyte replacement mEq/hr safety calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 10

- Electrolyte delivery rate = total ",true,false
calc_nexusrn_078_h_cylinder_oxygen_duration,data-bank/questions/q-chunk-new-calc.json,77,Oxygen cylinder duration calculation for high-flow transport,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 502

- Duration = (pressure − residual p",true,false
calc_nexusrn_079_enteral_formula_daily_calories,data-bank/questions/q-chunk-new-calc.json,78,Enteral formula calorie-delivery calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1320

- Volume delivered = 55 mL/hr × 16",true,false
calc_nexusrn_080_pediatric_ceftriaxone_iv_volume,data-bank/questions/q-chunk-new-calc.json,79,Pediatric cephalosporin mg/kg/day reconstituted-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 3.5

- Dose = 50 mg/kg × 24.6 kg = 1230 ",true,false
calc_nexusrn_081_prednisone_tablet_dose_asthma,data-bank/questions/q-chunk-new-calc.json,80,Oral corticosteroid tablet dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 2

- Tablets = ordered dose ÷ tablet str",true,false
calc_nexusrn_082_newborn_vitamin_k_im_volume,data-bank/questions/q-chunk-new-calc.json,81,Newborn intramuscular vitamin K dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.25

- Concentration = 1 mg ÷ 0.5 mL = ",true,false
calc_nexusrn_083_cefazolin_ivpb_rate,data-bank/questions/q-chunk-new-calc.json,82,Intermittent antibiotic infusion pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 200

- Rate = volume ÷ time = 100 mL ÷ 0",true,false
calc_nexusrn_084_diltiazem_infusion_mg_per_hr,data-bank/questions/q-chunk-new-calc.json,83,Cardiac infusion mg/hr pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 10

- Concentration = 125 mg ÷ 125 mL = ",true,false
calc_nexusrn_085_phenytoin_loading_dose_volume,data-bank/questions/q-chunk-new-calc.json,84,Antiseizure loading dose injectable volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 15

- Volume = ordered dose ÷ concentrat",true,false
calc_nexusrn_086_pediatric_ampicillin_divided_dose_volume,data-bank/questions/q-chunk-new-calc.json,85,Pediatric antibiotic daily-dose division and liquid volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 12

- Daily dose = 200 mg/kg/day × 12 kg",true,false
calc_nexusrn_087_pediatric_maintenance_fluid_421,data-bank/questions/q-chunk-new-calc.json,86,Pediatric maintenance IV fluid rate using 4-2-1 rule,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 66

- First 10 kg: 4 mL/kg/hr × 10 = 40 ",true,false
calc_nexusrn_088_pediatric_ors_dehydration_replacement_rate,data-bank/questions/q-chunk-new-calc.json,87,Pediatric oral rehydration replacement rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 188

- Replacement volume = 50 mL/kg × 1",true,false
calc_nexusrn_089_cyclic_enteral_feeding_rate,data-bank/questions/q-chunk-new-calc.json,88,Cyclic enteral feeding pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 80

- Rate = total formula volume ÷ infu",true,false
calc_nexusrn_090_tpn_total_daily_calories,data-bank/questions/q-chunk-new-calc.json,89,Parenteral nutrition total daily calorie calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1840

- Dextrose grams = 15 g/100 mL × 2",true,false
calc_nexusrn_091_pediatric_cefdinir_max_daily_safe_dose,data-bank/questions/q-chunk-new-calc.json,90,Pediatric oral antibiotic maximum daily safe dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 350

- Maximum safe daily dose = 14 mg/k",true,false
calc_nexusrn_092_cockcroft_gault_female_crcl,data-bank/questions/q-chunk-new-calc.json,91,Renal-dose screening creatinine clearance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 20.5

- Creatinine clearance = [(140 - 8",true,false
calc_nexusrn_093_heparin_bolus_protocol_maximum,data-bank/questions/q-chunk-new-calc.json,92,Heparin protocol bolus calculation with maximum dose cap,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 3000

- Calculated bolus = 40 units/kg ×",true,false
calc_nexusrn_094_pediatric_ibuprofen_max_single_dose,data-bank/questions/q-chunk-new-calc.json,93,Pediatric NSAID maximum single-dose safety calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 120

- Maximum safe single dose = 10 mg/",true,false
calc_nexusrn_095_gentamicin_adjusted_body_weight,data-bank/questions/q-chunk-new-calc.json,94,Obesity-adjusted aminoglycoside dosing weight calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 69.4

- Ideal body weight = 45.5 + 2.3 ×",true,false
calc_nexusrn_096_adult_urine_output_ml_kg_hr,data-bank/questions/q-chunk-new-calc.json,95,Adult urine output mL/kg/hr evaluation calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.4

- Urine output = total urine ÷ weig",true,false
calc_nexusrn_097_net_fluid_balance_shift,data-bank/questions/q-chunk-new-calc.json,96,Shift net fluid balance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 360

- Total intake = 240 + 1000 + 50 = ",true,false
calc_nexusrn_098_enteral_calorie_goal_percentage,data-bank/questions/q-chunk-new-calc.json,97,Enteral nutrition percentage of calorie goal calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 75

- Volume received = 45 mL/hr × 20 hr",true,false
calc_nexusrn_099_glucose_drop_per_hour,data-bank/questions/q-chunk-new-calc.json,98,Insulin therapy glucose trend rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 36

- Total decrease = 428 - 356 = 72 mg",true,false
calc_nexusrn_100_fluid_restriction_remaining_allowance,data-bank/questions/q-chunk-new-calc.json,99,Daily fluid restriction remaining allowance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 350

- Intake so far = 360 + 240 + 250 =",true,false
calc_nexusrn_101_metoprolol_scored_tablet_half_dose,data-bank/questions/q-chunk-new-calc.json,100,Scored beta blocker tablet dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.5

- Tablets = desired dose ÷ availabl",true,false
calc_nexusrn_102_pediatric_ampicillin_liquid_per_dose,data-bank/questions/q-chunk-new-calc.json,101,Pediatric divided-dose antibiotic oral liquid calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 3

- Daily dose = 50 mg/kg/day × 12 kg =",true,false
calc_nexusrn_103_heparin_protocol_increase_new_rate,data-bank/questions/q-chunk-new-calc.json,102,Unfractionated heparin protocol adjustment and pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 16.4

- New dose = 18 + 2 = 20 units/kg/",true,false
calc_nexusrn_104_rapid_acting_insulin_carb_correction_total,data-bank/questions/q-chunk-new-calc.json,103,Meal carbohydrate coverage plus correction insulin calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 9

- Carbohydrate coverage = 45 g ÷ 15 g",true,false
calc_nexusrn_105_dopamine_low_dose_weight_based_rate,data-bank/questions/q-chunk-new-calc.json,104,Vasoactive medication mcg/kg/min pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 7.2

- Dose = 3 mcg/kg/min × 64 kg = 192",true,false
calc_nexusrn_106_pediatric_normal_saline_bolus,data-bank/questions/q-chunk-new-calc.json,105,Pediatric isotonic fluid bolus calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 290

- Bolus volume = 20 mL/kg × 14.5 kg",true,false
calc_nexusrn_107_potassium_chloride_infusion_rate,data-bank/questions/q-chunk-new-calc.json,106,Electrolyte replacement infusion pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 25

- Rate = total volume ÷ time = 100 m",true,false
calc_nexusrn_108_gentamicin_weight_based_volume,data-bank/questions/q-chunk-new-calc.json,107,Pediatric aminoglycoside dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.1

- Dose = 2.5 mg/kg × 18 kg = 45 mg.",true,false
calc_nexusrn_109_cyclic_enteral_intake_with_flushes,data-bank/questions/q-chunk-new-calc.json,108,Cyclic enteral feeding plus flush total intake calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1520

- Formula volume = 65 mL/hr × 16 h",true,false
calc_nexusrn_110_infant_urine_output_ml_kg_hr,data-bank/questions/q-chunk-new-calc.json,109,Infant urine output mL/kg/hr calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 2.1

- Urine output = total urine ÷ weig",true,false
calc_nexusrn_111_oxygen_e_cylinder_duration,data-bank/questions/q-chunk-new-calc.json,110,Oxygen cylinder duration calculation for safe transport,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 112

- Duration = (pressure - residual p",true,false
calc_nexusrn_112_vancomycin_ivpb_rate_90_min,data-bank/questions/q-chunk-new-calc.json,111,Intermittent antibiotic infusion pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 167

- Convert 90 minutes to 1.5 hr. Rat",true,false
calc_nexusrn_113_acetaminophen_max_safe_single_dose,data-bank/questions/q-chunk-new-calc.json,112,Pediatric maximum safe single-dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 300

- Maximum safe dose = 15 mg/kg × 20",true,false
calc_nexusrn_114_tpn_dextrose_calories_d70,data-bank/questions/q-chunk-new-calc.json,113,Parenteral nutrition dextrose calorie calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 714

- Grams dextrose = 70 g/100 mL × 30",true,false
calc_nexusrn_115_magnesium_sulfate_loading_rate,data-bank/questions/q-chunk-new-calc.json,114,Magnesium sulfate loading dose infusion rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 300

- Convert 20 minutes to 20 ÷ 60 = 0",true,false
calc_nexusrn_116_oral_rehydration_ml_per_hr,data-bank/questions/q-chunk-new-calc.json,115,Pediatric oral rehydration hourly volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 180

- Total volume = 75 mL/kg × 9.6 kg ",true,false
calc_nexusrn_117_enoxaparin_weight_based_volume,data-bank/questions/q-chunk-new-calc.json,116,Low molecular weight heparin dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.9

- Dose = 1 mg/kg × 86 kg = 86 mg. V",true,false
calc_nexusrn_118_morphine_pca_four_hour_max,data-bank/questions/q-chunk-new-calc.json,117,Patient-controlled analgesia maximum delivered dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6.8

- Demand opportunities in 4 hr = 24",true,false
calc_nexusrn_119_phenobarbital_neonatal_loading_volume,data-bank/questions/q-chunk-new-calc.json,118,Neonatal anticonvulsant loading dose volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.05

- Dose = 20 mg/kg × 3.4 kg = 68 mg",true,false
calc_nexusrn_120_amoxicillin_high_dose_volume_per_dose,data-bank/questions/q-chunk-new-calc.json,119,Pediatric high-dose amoxicillin suspension calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 11

- Daily dose = 80 mg/kg/day × 22 kg ",true,false
calc_nexusrn_121_nitroglycerin_mcg_min_pump_rate,data-bank/questions/q-chunk-new-calc.json,120,Cardiac vasodilator mcg/min infusion pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 4.5

- Hourly dose = 15 mcg/min × 60 = 9",true,false
calc_nexusrn_122_lidocaine_mg_min_pump_rate,data-bank/questions/q-chunk-new-calc.json,121,Antiarrhythmic mg/min infusion pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 30

- Convert 2 g to 2,000 mg. Concentra",true,false
calc_nexusrn_123_albumin_infusion_rate,data-bank/questions/q-chunk-new-calc.json,122,Albumin infusion pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 50

- Rate = total volume ÷ time = 100 m",true,false
calc_nexusrn_124_rbc_remaining_rate_four_hour_limit,data-bank/questions/q-chunk-new-calc.json,123,Blood transfusion remaining-volume rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 80

- Remaining volume = 300 - 180 = 120",true,false
calc_nexusrn_125_enteral_formula_daily_calories,data-bank/questions/q-chunk-new-calc.json,124,Enteral formula calorie delivery calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1650

- Daily volume = 55 mL/hr × 20 hr ",true,false
calc_nexusrn_126_cefazolin_pediatric_divided_dose_volume,data-bank/questions/q-chunk-new-calc.json,125,Pediatric cefazolin divided-dose volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6

- Daily dose = 100 mg/kg/day × 18 kg ",true,false
calc_nexusrn_127_fluid_restriction_remaining_oral_allowance,data-bank/questions/q-chunk-new-calc.json,126,Daily fluid restriction remaining allowance calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 960

- Remaining oral allowance = 1,500 ",true,false
calc_nexusrn_128_postop_urine_output_ml_kg_hr,data-bank/questions/q-chunk-new-calc.json,127,Adult postoperative urine output mL/kg/hr calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 0.4

- Urine output = 120 mL ÷ 68 kg ÷ 4",true,false
calc_nexusrn_129_ibuprofen_pediatric_liquid_dose,data-bank/questions/q-chunk-new-calc.json,128,Pediatric nonsteroidal anti-inflammatory liquid dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 8.2

- Dose = 10 mg/kg × 16.4 kg = 164 m",true,false
calc_nexusrn_130_nicardipine_mg_hr_pump_rate,data-bank/questions/q-chunk-new-calc.json,129,Antihypertensive infusion mg/hr pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 50

- Concentration = 25 mg ÷ 250 mL = 0",true,false
calc_nexusrn_131_insulin_protocol_adjusted_rate,data-bank/questions/q-chunk-new-calc.json,130,Insulin infusion protocol adjustment calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6

- Glucose drop = 320 - 295 = 25 mg/dL",true,false
calc_nexusrn_132_diphenhydramine_pediatric_volume,data-bank/questions/q-chunk-new-calc.json,131,Pediatric antihistamine dose-volume calculation with max-dose awareness,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 11.2

- Dose = 1 mg/kg × 28 kg = 28 mg. ",true,false
calc_nexusrn_133_pediatric_maintenance_100_50_20,data-bank/questions/q-chunk-new-calc.json,132,Pediatric maintenance intravenous fluid calculation using 100-50-20 rule,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 72.5

- First 10 kg: 10 × 100 = 1,000 mL",true,false
calc_nexusrn_134_neonatal_glucose_infusion_rate,data-bank/questions/q-chunk-new-calc.json,133,Neonatal glucose infusion rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6.7

- Glucose delivered per hour = 100 ",true,false
calc_nexusrn_135_levetiracetam_loading_oral_volume,data-bank/questions/q-chunk-new-calc.json,134,Pediatric antiseizure loading dose oral solution calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 10

- Dose = 40 mg/kg × 25 kg = 1,000 mg",true,false
calc_nexusrn_136_furosemide_pediatric_iv_volume,data-bank/questions/q-chunk-new-calc.json,135,Pediatric diuretic dose-volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1.3

- Dose = 1 mg/kg × 12.6 kg = 12.6 m",true,false
calc_nexusrn_137_net_intake_output_positive_balance,data-bank/questions/q-chunk-new-calc.json,136,Net fluid balance intake-output calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 340

- Total intake = 900 + 650 + 120 = ",true,false
calc_nexusrn_138_ceftriaxone_max_daily_dose_cap,data-bank/questions/q-chunk-new-calc.json,137,Pediatric antibiotic maximum daily dose cap calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 2000

- Weight-based dose = 75 mg/kg/day",true,false
calc_nexusrn_139_phenytoin_fastest_safe_minutes,data-bank/questions/q-chunk-new-calc.json,138,Antiseizure loading dose maximum infusion-rate time calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 19

- Dose = 15 mg/kg × 62 kg = 930 mg. ",true,false
calc_nexusrn_140_hypernatremia_free_water_deficit,data-bank/questions/q-chunk-new-calc.json,139,Free water deficit calculation for hypernatremia,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 4.2

- Total body water = 0.6 × 70 = 42 ",true,false
calc_nexusrn_141_oral_potassium_liquid_volume,data-bank/questions/q-chunk-new-calc.json,140,Oral electrolyte replacement liquid volume calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 7.5

- Volume = desired dose ÷ available",true,false
calc_nexusrn_142_calcium_gluconate_infusion_rate,data-bank/questions/q-chunk-new-calc.json,141,Calcium replacement infusion pump rate calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 200

- Convert 30 minutes to 0.5 hr. Rat",true,false
calc_nexusrn_143_oxytocin_milliunits_min_rate,data-bank/questions/q-chunk-new-calc.json,142,Oxytocin milliunits/min infusion pump calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 6

- Convert 30 units to 30,000 milliuni",true,false
calc_nexusrn_144_magnesium_total_dose_six_hours,data-bank/questions/q-chunk-new-calc.json,143,Magnesium sulfate cumulative dose calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 16

- Maintenance dose = 2 g/hr × 6 hr =",true,false
calc_nexusrn_145_pediatric_dehydration_deficit_ml,data-bank/questions/q-chunk-new-calc.json,144,Pediatric dehydration fluid deficit calculation,PRESERVED_EXISTING_FINAL,false,"**Correct Answer:** 1440

- Weight loss = 0.08 × 18 kg = 1.4",true,false
